ticker,collection,date,time,current,dailyLow,dailyHigh
MMM,2,4/1/2021,1700,192.6999969,190.8399963,193.9199982
MMM,2,4/5/2021,1700,194.9700012,193.7100067,195.9499969
MMM,2,4/6/2021,1700,194.8399963,193.9900055,195.6100006
MMM,2,4/7/2021,1700,194.9499969,193.9199982,195.3500061
MMM,2,4/8/2021,1700,195.7200012,194.0299988,196.6699982
MMM,2,4/9/2021,1700,198,196.0599976,198.9600067
MMM,2,4/12/2021,1700,197.8300018,197.0599976,199.2899933
MMM,2,4/13/2021,1700,196.4700012,195.3699951,197.3300018
MMM,2,4/14/2021,1700,196.75,195.0200043,197.3899994
MMM,2,4/15/2021,1700,197.4799957,195.9100037,197.8099976
MMM,2,4/16/2021,1700,198.5800018,197.9799957,199.6699982
MMM,2,4/19/2021,1700,198.5899963,196.6699982,198.6900024
MMM,2,4/20/2021,1700,198.3000031,197.4400024,199.3500061
MMM,2,4/21/2021,1700,200.8800049,198.1199951,201.5
MMM,2,4/22/2021,1700,200.8999939,200.1799927,202.1699982
MMM,2,4/23/2021,1700,202.1999969,200.9900055,203.1600037
MMM,2,4/26/2021,1700,199.6300049,199.5800018,202.9900055
MMM,2,4/27/2021,1700,194.4499969,188.6300049,195.8600006
MMM,2,4/28/2021,1700,195.9299927,194.8099976,197.3099976
MMM,2,4/29/2021,1700,199.0500031,196.2700043,199.4100037
MMM,2,4/30/2021,1700,197.1399994,196.1300049,198.9900055
MMM,2,5/3/2021,1700,198.6100006,196.6600037,199.4700012
MMM,2,5/4/2021,1700,199.3800049,197.5399933,199.5599976
MMM,2,5/5/2021,1700,201.4400024,197.8800049,201.7200012
MMM,2,5/6/2021,1700,202.4100037,200.4600067,202.5099945
MMM,2,5/7/2021,1700,203.0700073,201.2400055,203.8699951
MMM,2,5/10/2021,1700,207.3300018,204.0599976,208.9499969
MMM,2,5/11/2021,1700,203.7200012,202.3999939,206.9100037
MMM,2,5/12/2021,1700,198.8699951,198.7700043,203.6999969
MMM,2,5/13/2021,1700,203.4100037,198.3899994,204.0399933
MMM,2,5/14/2021,1700,204.3800049,203.0099945,205.1199951
MMM,2,5/17/2021,1700,205.1100006,203.6900024,205.3500061
MMM,2,5/18/2021,1700,203.0299988,202.8099976,205.1799927
